clim.mean,clim.var,pop.var,lt.pop.lam,clim.sd,asp.mag,rep,AtoB,BtoA
0,0,0,1.0008438967050397,0,0,1,0.1,0.1
0,0,7.744856062490994e-16,0.9999716451755359,0,2,1,0.1,0.1
0,0,1.366870526736379e-14,0.9998073248067594,0,4,1,0.1,0.1
0,0,6.783152705365802e-14,1.0002051446321523,0,6,1,0.1,0.1
0,0,5.602342269670073e-15,1.0002100190118135,0,8,1,0.1,0.1
0,0,1.1340079022022554e-16,1.0000310699228465,0,10,1,0.1,0.1
0,0,1.3470364895378776e-17,1.0000347771739282,0,12,1,0.1,0.1
0,0,2.067012599392627e-19,1.0000437201386279,0,14,1,0.1,0.1
0,0,1.0437467206225561e-20,1.0000496327870905,0,16,1,0.1,0.1
0,0,3.2434786721148245e-21,1.000050365970356,0,18,1,0.1,0.1
0,0,3.25643227518748e-23,1.0000499078222793,0,20,1,0.1,0.1
-0.02323858503466077,1.047368629133791,1.4778138928507466e-6,0.9993628060576956,1,0,1,0.1,0.1
0.05297308420455774,0.8909705131357444,1.3733011474627191e-6,0.9986335410559677,1,2,1,0.1,0.1
-0.06299049261102564,1.0095970089842723,3.948926389250506e-6,0.9980554868734557,1,4,1,0.1,0.1
-0.018278546010041002,0.9875307499244879,9.144656360613901e-6,0.9978733059345345,1,6,1,0.1,0.1
-0.03785582303751646,0.9287351406492514,5.2873215203387174e-5,0.9982302864793378,1,8,1,0.1,0.1
0.02302327015959705,1.0528846051847602,0.00033741399891251353,1.0009423897476635,1,10,1,0.1,0.1
0.11912445091613241,1.152462305340751,0.001289759443511096,1.007701426907043,1,12,1,0.1,0.1
0.008443856290500585,1.0175763677165175,0.002858073758529948,1.019054056536326,1,14,1,0.1,0.1
-0.05901236323312783,1.0865555881503244,0.002552677273575463,1.0232516727192746,1,16,1,0.1,0.1
-0.007442706735119371,1.019014407675384,0.0017828751409853581,1.020866507276071,1,18,1,0.1,0.1
-0.059052518484978535,1.0371555315465113,8.159771344324639e-4,1.0165664364300795,1,20,1,0.1,0.1
0.06723358394427036,3.9515195090762587,2.5146153527428166e-5,0.9951743549703889,2,0,1,0.1,0.1
-0.044238264015089034,3.656416409597243,2.9651873921530395e-5,0.9943926256528965,2,2,1,0.1,0.1
0.09805487894735318,3.959848043599521,5.8384460295562376e-5,0.9927432304920131,2,4,1,0.1,0.1
-0.10858124850533439,4.085376127209594,2.2449685677846832e-4,0.9911577221578923,2,6,1,0.1,0.1
-0.06369730437118748,3.95399132263524,8.924331113308748e-4,0.993044702811194,2,8,1,0.1,0.1
-0.14676835336979088,3.784930710502972,0.002305963259243714,0.995985074150597,2,10,1,0.1,0.1
3.8047610254918316e-4,4.183182075985935,0.007435303564964243,1.0188185239105945,2,12,1,0.1,0.1
-0.14576404157806236,4.374232835329985,0.015280553684271959,1.0454999509794027,2,14,1,0.1,0.1
0.0703248874485094,4.458488841024477,0.027316004947669694,1.0763341194826284,2,16,1,0.1,0.1
0.027708694499478336,4.27730159562137,0.02221473446139296,1.0806975237478436,2,18,1,0.1,0.1
0.02522428138383768,4.283658504513362,0.014422404672270286,1.062630071931565,2,20,1,0.1,0.1
0.1258113263145865,8.647266988891925,1.5360597127088806e-4,0.9880747582918558,3,0,1,0.1,0.1
0.034332984548529115,8.986557536184932,1.5966541006855428e-4,0.9860172740263147,3,2,1,0.1,0.1
-0.019198003105457873,8.511988909603666,2.9568992294107894e-4,0.9835878136763506,3,4,1,0.1,0.1
0.2520937872843701,9.340108419511516,0.001052362786535247,0.9799631136377582,3,6,1,0.1,0.1
0.002895873214600543,8.633879271307494,0.0021159367972248,0.9774066004634403,3,8,1,0.1,0.1
0.1632911308175419,8.90561751332087,0.005842355444932809,0.9904574435029994,3,10,1,0.1,0.1
-0.17733295567488447,8.766095458688477,0.020785638617871968,1.0330314972037997,3,12,1,0.1,0.1
-0.07964251674861356,9.402416188123127,0.04820420428993243,1.0905028640629402,3,14,1,0.1,0.1
0.045951810671432336,9.552483002802898,0.11985145425245833,1.1579644333796393,3,16,1,0.1,0.1
0.17683007448078242,9.049607949845921,0.12119867989352762,1.1587488715943044,3,18,1,0.1,0.1
-0.024400555154323194,8.750081267285102,0.09200496342159341,1.141910992049886,3,20,1,0.1,0.1
-0.20199795574626186,14.841189633301797,7.100010186049271e-4,0.9780191430255052,4,0,1,0.1,0.1
0.07056271207274852,15.334887728251088,8.319146222503368e-4,0.9747178234292736,4,2,1,0.1,0.1
0.015154916938533537,16.156158995396794,0.0014593107143721904,0.96819879422842,4,4,1,0.1,0.1
0.23341561312555834,15.126786251987172,0.002577702423322041,0.9660153053377454,4,6,1,0.1,0.1
0.12695898042982012,14.677237743902262,0.004337806394881508,0.9606016994221764,4,8,1,0.1,0.1
0.048064094867398904,15.969497560071032,0.010650049540670024,0.9767526507398461,4,10,1,0.1,0.1
0.36212360028713775,16.69619039082701,0.0372711245532863,1.0477669462634038,4,12,1,0.1,0.1
0.13511963544001268,17.93084773622944,0.13665226709598624,1.1383632342143992,4,14,1,0.1,0.1
0.2349508515757027,15.829688691780065,0.29444430316150183,1.2309690815127134,4,16,1,0.1,0.1
0.4425657320709623,15.15119390305793,0.35183620503927976,1.268900626569503,4,18,1,0.1,0.1
-0.07654283397771645,15.2365990082382,0.2861939511988939,1.2306601048790615,4,20,1,0.1,0.1
0.26652136089897477,26.70390168647436,0.00231610691313276,0.9575691973041676,5,0,1,0.1,0.1
0.35999629719210613,24.937218188376118,0.0022707330351702778,0.9579883567801888,5,2,1,0.1,0.1
0.1766926069439044,25.13104176540486,0.0033429796415466867,0.9505605834895124,5,4,1,0.1,0.1
-0.0906628722738951,26.743024149652182,0.004760681854003951,0.9358662001486203,5,6,1,0.1,0.1
-0.05963545267536114,24.83000821337549,0.008538029311815794,0.9449444358675029,5,8,1,0.1,0.1
-0.3468289313192185,25.49564557373855,0.020055166693501988,0.9924169221075636,5,10,1,0.1,0.1
-0.2066521838376137,22.319636757137303,0.054555006615410455,1.0603436093198009,5,12,1,0.1,0.1
-0.21160529777887685,25.28279129972143,0.24325589965383412,1.1877942749108832,5,14,1,0.1,0.1
-0.4777045723056667,24.112497830214284,0.7693691948140888,1.3243977978049943,5,16,1,0.1,0.1
0.1752257416993306,25.432225281107712,1.0691407823459642,1.388654250588299,5,18,1,0.1,0.1
0.1823267371555196,21.320097557512273,0.6066954754860973,1.306846049123257,5,20,1,0.1,0.1
-0.06951401947911222,36.599203679843875,0.004546019339233095,0.9391274425575845,6,0,1,0.1,0.1
-0.4315275283963124,39.34319875669972,0.0057694057250516515,0.929824888159348,6,2,1,0.1,0.1
-0.057963649716428006,35.98983612699438,0.0057120887231668655,0.9296268447288132,6,4,1,0.1,0.1
0.13379373159401223,33.84724001811756,0.006888045175418454,0.9248953132080532,6,6,1,0.1,0.1
-0.4296200491252981,37.76927718714807,0.01297028469313827,0.9331625667748821,6,8,1,0.1,0.1
0.6593539427374142,38.0952276848589,0.02617186494591888,0.9790250303421612,6,10,1,0.1,0.1
-0.2145476708821241,35.692228674598994,0.06364442687104327,1.0570263068081451,6,12,1,0.1,0.1
-0.20196357172788432,37.86396696676519,0.3888516021508072,1.244099008301316,6,14,1,0.1,0.1
-0.021021649990437492,40.70135445269029,1.0823036720858943,1.4433454426533319,6,16,1,0.1,0.1
0.306538133361878,30.140341075351774,1.5540084589370062,1.4578837376910703,6,18,1,0.1,0.1
0.03502749005159642,39.497929561233185,1.973756197222314,1.5420972562785151,6,20,1,0.1,0.1
