clim.mean,clim.var,pop.var,lt.pop.lam,clim.sd,asp.mag,rep,AtoB,BtoA
0,0,0,1.0440204672322415,0,0,1,0.1,0.1
0,0,5.728752506383776e-17,1.0365450421090354,0,2,1,0.1,0.1
0,0,5.034093390704344e-15,1.0141854829857369,0,4,1,0.1,0.1
0,0,3.2269907517051735e-13,0.9770666961072904,0,6,1,0.1,0.1
0,0,2.1656938045374048e-11,0.9249782006602807,0,8,1,0.1,0.1
0,0,1.093492894595653e-9,0.8565688176553,0,10,1,0.1,0.1
0,0,1.7355238099337588e-8,0.7703562573760988,0,12,1,0.1,0.1
0,0,4.933085536289695e-8,0.6733698953602101,0,14,1,0.1,0.1
0,0,3.411577027875577e-8,0.5887802510775715,0,16,1,0.1,0.1
0,0,5.6885066435897634e-9,0.5361698380046006,0,18,1,0.1,0.1
0,0,2.0486881544614383e-10,0.5122269125435449,0,20,1,0.1,0.1
0.0838636258765953,3.953578192355989,3.1483730023401745e-5,1.0365621827182907,2,0,1,0.1,0.1
0.04930125877314703,3.7734601653682454,4.556392092934775e-5,1.0293803537004944,2,2,1,0.1,0.1
0.04648295972020455,3.9603795226697804,6.273490845150863e-5,1.0062907394876546,2,4,1,0.1,0.1
-0.1090831762148332,3.993738742958992,1.702630649135881e-4,0.9687122232739165,2,6,1,0.1,0.1
-0.10126026284898242,4.7585219693942875,7.213787217108776e-4,0.9141805645291331,2,8,1,0.1,0.1
0.02797324369100261,4.0857627047228116,0.0010445642063265869,0.844424834467284,2,10,1,0.1,0.1
-0.08094101677142142,4.085356255895021,0.001092163190890652,0.759711478497439,2,12,1,0.1,0.1
0.17439112860264286,3.7160266715385744,0.003489769392630824,0.6795722905407805,2,14,1,0.1,0.1
0.1274403038559315,4.152110659388702,0.002916869636498472,0.6010871340221864,2,16,1,0.1,0.1
-0.03348161825502719,3.6671281553767465,4.152907067232603e-4,0.5468035834582166,2,18,1,0.1,0.1
0.15197529369131205,3.848491158535232,3.5698276984905e-4,0.5203369985224601,2,20,1,0.1,0.1
0.13784615070107292,14.170594520567583,6.305962080896958e-4,1.016387077187517,4,0,1,0.1,0.1
-0.5159321428901156,16.123913995358752,8.815625870480901e-4,1.0049450038910472,4,2,1,0.1,0.1
-0.424666127079962,16.023434025751392,0.0015120664857423026,0.9826909100536931,4,4,1,0.1,0.1
0.3891334529842773,15.928033358679626,0.0028870162137385,0.9450942466132717,4,6,1,0.1,0.1
-0.35753544719098057,13.067357613210806,0.004136903173855872,0.8953081443389997,4,8,1,0.1,0.1
0.05961677666572351,15.695025889579943,0.005398469646111205,0.8195272438205474,4,10,1,0.1,0.1
0.21229174249324623,15.636437500269286,0.00951751022965248,0.7566567546819837,4,12,1,0.1,0.1
0.08553232122464975,15.85385275216615,0.009304750043308932,0.6797049857076147,4,14,1,0.1,0.1
0.02710241455830475,17.512811296237736,0.005050734707336286,0.6186707446764881,4,16,1,0.1,0.1
0.2877195078585369,16.824147129426265,0.007869365602889993,0.5766961869832694,4,18,1,0.1,0.1
-0.08107987071511318,13.294312346564517,0.0014680560379993436,0.5351779818436118,4,20,1,0.1,0.1
-0.21281484329262393,37.118915180347045,0.004707503051093097,0.9680168927327201,6,0,1,0.1,0.1
0.0875715923743081,37.52388890122018,0.0056650481693975826,0.9613980327920594,6,2,1,0.1,0.1
-0.12068703445183794,33.02836721976215,0.004885329432344957,0.9440035114873914,6,4,1,0.1,0.1
-0.014455678330508143,35.75767468333198,0.006581515493194525,0.9030928939559786,6,6,1,0.1,0.1
-0.0834817415782126,34.48640641968243,0.009495655665315544,0.8607281789816641,6,8,1,0.1,0.1
-0.0059791854633041795,33.28535852785893,0.008802361841148618,0.802852443517206,6,10,1,0.1,0.1
0.2186402550378515,35.84558482026873,0.013933646337045927,0.7526275478773404,6,12,1,0.1,0.1
0.03417554146255072,38.89485054997999,0.015322315787285433,0.6909701810391624,6,14,1,0.1,0.1
-0.023570489095697856,34.397409954707676,0.014175011709883188,0.6399164792805049,6,16,1,0.1,0.1
0.12387594716745835,38.99027045424917,0.009005979890875692,0.5941273189353345,6,18,1,0.1,0.1
-0.12310089615848,35.657927575796876,0.00898641208542093,0.5631968454220454,6,20,1,0.1,0.1
-0.10161302202228156,65.59665657501274,0.013338281789693221,0.9159296242431647,8,0,1,0.1,0.1
-0.39246393260536705,63.92216015845007,0.012951643889937636,0.9109358108769047,8,2,1,0.1,0.1
0.5965848797947619,64.1010738631987,0.012694040674448008,0.890576100079885,8,4,1,0.1,0.1
-0.37668324787789986,61.49196244463433,0.012350818391039863,0.865294941651929,8,6,1,0.1,0.1
0.5967539758427927,58.16977389670477,0.013440621222199996,0.835491281469776,8,8,1,0.1,0.1
-0.666237703176044,57.6482641374189,0.013129260761382145,0.7911928348893866,8,10,1,0.1,0.1
0.5521549561760707,57.289616718090556,0.015075641805578067,0.741419125353635,8,12,1,0.1,0.1
0.1429657603692878,72.05223874023052,0.01700632538147745,0.6986090164165055,8,14,1,0.1,0.1
0.17091350661646457,61.05976565189774,0.017866689343850755,0.6527268383038082,8,16,1,0.1,0.1
-0.16733518767497965,59.73677800593529,0.014559885332270431,0.6107213437075991,8,18,1,0.1,0.1
-0.6138586252501721,63.910335207683765,0.015357997247663447,0.5882627676007969,8,20,1,0.1,0.1
0.20219501060319436,98.95969944717092,0.02208163865971603,0.8598775514204811,10,0,1,0.1,0.1
-0.6080999654525783,87.19432514986595,0.01902156765321444,0.8769640057432698,10,2,1,0.1,0.1
