clim.mean,clim.var,pop.var,lt.pop.lam,asp.effect,asp.mag,clim.sd,rho,rep,move.rate
-0.0020854528914525387,0.93787440980608,5.038145323636269e-6,0.9945430368805852,"c(-1,1)",4.25,1,0,1,0
-0.034076947242274086,1.0011395242853052,5.180953855171325e-6,0.994420738998183,"c(-1,1)",4.25,1,0.1,1,0
0.13850672340121828,1.1753086238198505,9.706562389248574e-6,0.9944247216709312,"c(-1,1)",4.25,1,0.2,1,0
-0.11353422986045125,1.1367671001388728,7.361438186266941e-6,0.9908580239807507,"c(-1,1)",4.5,1,0,1,0
-0.09179090498932885,1.0248571417450152,7.2658546862391076e-6,0.9907549485868452,"c(-1,1)",4.5,1,0.1,1,0
0.1181432001866705,0.9321101885100201,3.5104003111480942e-6,0.9910966261738066,"c(-1,1)",4.5,1,0.2,1,0
-0.005859013881217693,1.2545461971597736,9.408071760120937e-6,1.0025126022302346,"c(-1,1)",4.75,1,0,1,0
-0.11199013283428207,1.013123040268431,7.625590814452114e-6,1.0033899203855061,"c(-1,1)",4.75,1,0.1,1,0
0.08744128622038119,0.9514599008621476,1.7651539780628802e-5,1.0037999993585243,"c(-1,1)",4.75,1,0.2,1,0
0.08998111353297711,0.9260635229674342,5.400704373586778e-6,0.9986105881244377,"c(-1,1)",5,1,0,1,0
0.03836229256406692,0.9144938083104028,5.090783095970109e-6,0.9985021486840532,"c(-1,1)",5,1,0.1,1,0
-0.13695821109717898,1.0880606078418253,3.1117735973578475e-5,0.9990983563404309,"c(-1,1)",5,1,0.2,1,0
0.21497760995757698,2.250784943322666,9.186709990217986e-6,0.997577431655447,"c(-1,1)",0,1.5,0,1,0
0.0872744016183995,2.1466253915920914,8.602975588120653e-6,0.9977827399552007,"c(-1,1)",0,1.5,0.1,1,0
0.20999762689505805,2.9966247661519363,9.54709612502992e-6,0.9965404537546343,"c(-1,1)",0,1.5,0.2,1,0
-0.09825330567645486,2.379439169808583,6.139055996272446e-6,0.9973631033448347,"c(-1,1)",0.25,1.5,0,1,0
0.24082911136891846,1.9789020379111686,5.988136236469257e-6,0.997876747320122,"c(-1,1)",0.25,1.5,0.1,1,0
0.009431272209453308,2.456927856968029,6.219551075167153e-6,0.9973034668978206,"c(-1,1)",0.25,1.5,0.2,1,0
0.08918553454910716,2.1902997454627418,7.487293825791966e-6,0.9973702915316159,"c(-1,1)",0.5,1.5,0,1,0
-0.10892004785924686,2.6835710443010123,7.0370444882465155e-6,0.9966792500478393,"c(-1,1)",0.5,1.5,0.1,1,0
-0.036656113971754375,2.285991713498513,6.288130184823252e-6,0.9972377855070227,"c(-1,1)",0.5,1.5,0.2,1,0
-0.09187374610197768,2.724669240233251,1.0258487201419013e-5,0.9961512256087396,"c(-1,1)",0.75,1.5,0,1,0
-0.035041240714539186,2.131094031350915,9.037228499098684e-6,0.997005531519499,"c(-1,1)",0.75,1.5,0.1,1,0
-0.14089777154438507,2.316573041761741,7.470536763231076e-6,0.9967420414922268,"c(-1,1)",0.75,1.5,0.2,1,0
-0.08838054246223029,2.1571560170462183,8.746837827628986e-6,0.996334449043041,"c(-1,1)",1,1.5,0,1,0
-0.038155925239627,1.8319302822526693,4.4597302631615385e-6,0.9968192623055522,"c(-1,1)",1,1.5,0.1,1,0
-0.010471520643265826,2.364590955805881,9.093031082128883e-6,0.9960378759637871,"c(-1,1)",1,1.5,0.2,1,0
-0.20735373819268732,1.9999442205648292,5.869761312791735e-6,0.9958098778775655,"c(-1,1)",1.25,1.5,0,1,0
-0.054165260136040144,1.9935738303119448,4.958164062579811e-6,0.9957718088583412,"c(-1,1)",1.25,1.5,0.1,1,0
0.10099513124335385,2.0092220440067887,6.201696199720139e-6,0.9957209224817672,"c(-1,1)",1.25,1.5,0.2,1,0
0.02633243467663139,1.9144451006351573,6.091345191929308e-6,0.9996935871667544,"c(-1,1)",1.5,1.5,0,1,0
0.12553290648057716,2.9275825978095953,1.4761134742957833e-5,0.9981531781768869,"c(-1,1)",1.5,1.5,0.1,1,0
0.09923249589731106,2.1930348422371093,9.3864235049818e-6,0.9992372800458659,"c(-1,1)",1.5,1.5,0.2,1,0
-0.15492105112312968,1.9665753821162997,6.713457610368973e-6,0.9983378687663768,"c(-1,1)",1.75,1.5,0,1,0
-0.21755291280041777,2.208150188157431,7.501619368782967e-6,0.9980908856492717,"c(-1,1)",1.75,1.5,0.1,1,0
-0.007338766808125143,2.4796506229443507,1.010723671597931e-5,0.9976297093890204,"c(-1,1)",1.75,1.5,0.2,1,0
0.037782944681430376,2.0081680434711227,7.134434789647973e-6,0.9969445735480169,"c(-1,1)",2,1.5,0,1,0
-0.10817929949896878,2.154674517013629,8.59664809120119e-6,0.9966686284539292,"c(-1,1)",2,1.5,0.1,1,0
