pop_group,lam_geom,lam_var,lam_stoch,clim.mean,clim.var,asp.effects,asp.mag,clim.sd,rho,rep,move.rate,mean.sub.corr
s_1,0.8225643754162818,0.08464426898191404,0.7884780852606995,0.7996927015803306,100.52383429208712,"-1,1",7,10,0,1,0.2,-0.4335577539137553
pop,0.8608272036374439,0.029285589216196572,0.8483141245034915,0.9988525492601091,89.98792550080714,"-1,1",7,10,0.2,1,0.2,-0.44861616002249316
s_-1,0.8631963332916142,0.07696401066056148,0.8306098257233507,0.9988525492601091,89.98792550080714,"-1,1",7,10,0.2,1,0.2,-0.44861616002249316
s_1,0.8389751980365634,0.08061616654214507,0.8058302089308262,0.9988525492601091,89.98792550080714,"-1,1",7,10,0.2,1,0.2,-0.44861616002249316
pop,0.8408793127128392,0.02709479037909336,0.8295644051721568,-0.02820480583442621,109.87903905896691,"-1,1",8,10,0,1,0.2,-0.5878071983498984
s_-1,0.8324327083276328,0.10368703621518445,0.7903760695864123,-0.02820480583442621,109.87903905896691,"-1,1",8,10,0,1,0.2,-0.5878071983498984
s_1,0.8455221781941459,0.1002824629806293,0.8041719925367131,-0.02820480583442621,109.87903905896691,"-1,1",8,10,0,1,0.2,-0.5878071983498984
pop,0.8759807184904957,0.02847106079488892,0.8635990075518422,-0.9436161451330976,89.6403529713438,"-1,1",8,10,0.2,1,0.2,-0.6275415173820802
s_-1,0.8276933609515053,0.09731827521954378,0.7883826836859595,-0.9436161451330976,89.6403529713438,"-1,1",8,10,0.2,1,0.2,-0.6275415173820802
s_1,0.8899885569412787,0.08769937256444321,0.851806100189966,-0.9436161451330976,89.6403529713438,"-1,1",8,10,0.2,1,0.2,-0.6275415173820802
pop,0.886045203284224,0.026084413676116407,0.8745642497020315,0.07970834696579927,86.1946998946987,"-1,1",9,10,0,1,0.2,-0.7798871849991922
s_-1,0.8684411339911221,0.10928342533351712,0.8222611881923688,0.07970834696579927,86.1946998946987,"-1,1",9,10,0,1,0.2,-0.7798871849991922
s_1,0.8838422576779564,0.11759744933865511,0.8333717994850715,0.07970834696579927,86.1946998946987,"-1,1",9,10,0,1,0.2,-0.7798871849991922
pop,0.8974835874002982,0.032108393214607726,0.883190250449572,0.24652993834737416,99.12229170455265,"-1,1",9,10,0.2,1,0.2,-0.7990814799893625
s_-1,0.881376955621833,0.11989161266408527,0.8300945421721398,0.24652993834737416,99.12229170455265,"-1,1",9,10,0.2,1,0.2,-0.7990814799893625
s_1,0.8449218604866333,0.12839620618242864,0.7923839400917916,0.24652993834737416,99.12229170455265,"-1,1",9,10,0.2,1,0.2,-0.7990814799893625
pop,0.9158854725307221,0.03462379871309267,0.9001662131156029,0.09368572187973075,98.51976584171818,"-1,1",10,10,0,1,0.2,-0.8578358867185923
s_-1,0.8929263609833237,0.14908781660952736,0.8287845307263175,0.09368572187973075,98.51976584171818,"-1,1",10,10,0,1,0.2,-0.8578358867185923
s_1,0.88506645498505,0.15198428690016072,0.8203003790677649,0.09368572187973075,98.51976584171818,"-1,1",10,10,0,1,0.2,-0.8578358867185923
pop,0.9618318356941447,0.04533717278365093,0.9402737366026201,-1.1099795590986468,100.0194399336713,"-1,1",10,10,0.2,1,0.2,-0.9244313151831136
s_-1,0.8430546718229978,0.17480551896454566,0.772497714583235,-1.1099795590986468,100.0194399336713,"-1,1",10,10,0.2,1,0.2,-0.9244313151831136
s_1,0.927145445854317,0.16738177522776296,0.8527100443669663,-1.1099795590986468,100.0194399336713,"-1,1",10,10,0.2,1,0.2,-0.9244313151831136
pop,0.9797963067556127,0.04931945648084123,0.9559302704878212,1.736953130770039,99.93615973729166,"-1,1",11,10,0,1,0.2,-0.8970147529572081
s_-1,0.9499770605801485,0.19769730094154678,0.8605650316666793,1.736953130770039,99.93615973729166,"-1,1",11,10,0,1,0.2,-0.8970147529572081
s_1,0.892218092994634,0.21396477375413075,0.8016949826900657,1.736953130770039,99.93615973729166,"-1,1",11,10,0,1,0.2,-0.8970147529572081
pop,1.0140847523575232,0.05379650788531356,0.9871712292365623,-1.3555527055795973,99.5902484244183,"-1,1",11,10,0.2,1,0.2,-0.9210884930840133
s_-1,0.8908010609915562,0.2088181179224832,0.8024841206657455,-1.3555527055795973,99.5902484244183,"-1,1",11,10,0.2,1,0.2,-0.9210884930840133
s_1,0.957649833615532,0.19802335645819355,0.8673742241831831,-1.3555527055795973,99.5902484244183,"-1,1",11,10,0.2,1,0.2,-0.9210884930840133
pop,1.0054665032884993,0.0654282344965887,0.9731057666993939,-0.9120800851461632,110.62122216439874,"-1,1",12,10,0,1,0.2,-0.9125996618881147
s_-1,0.8944520742327945,0.2527628174665346,0.788261521209041,-0.9120800851461632,110.62122216439874,"-1,1",12,10,0,1,0.2,-0.9125996618881147
s_1,0.9629452661204393,0.2504687467029977,0.8495970684610525,-0.9120800851461632,110.62122216439874,"-1,1",12,10,0,1,0.2,-0.9125996618881147
pop,1.0592171569642341,0.07301893821628748,1.0212431247735454,-1.8476944761067302,92.84341919470278,"-1,1",12,10,0.2,1,0.2,-0.914598196890736
s_-1,0.8468465461162777,0.22758938065808532,0.7557607172406209,-1.8476944761067302,92.84341919470278,"-1,1",12,10,0.2,1,0.2,-0.914598196890736
s_1,1.0289292205724898,0.23312212288860984,0.9157220569497214,-1.8476944761067302,92.84341919470278,"-1,1",12,10,0.2,1,0.2,-0.914598196890736
pop,1.031140118168865,0.07924422608197752,0.9910829824035767,0.38021010193144245,96.0680484830201,"-1,1",13,10,0,1,0.2,-0.887803999687091
s_-1,0.9528181797960207,0.28979115997801297,0.8242950352076847,0.38021010193144245,96.0680484830201,"-1,1",13,10,0,1,0.2,-0.887803999687091
s_1,0.9104094168142746,0.27991457819007776,0.7915057292961633,0.38021010193144245,96.0680484830201,"-1,1",13,10,0,1,0.2,-0.887803999687091
pop,1.0296916892077679,0.07679559776545758,0.9909032557078041,-0.042846736402872676,97.14761620531614,"-1,1",13,10,0.2,1,0.2,-0.8655583935488134
s_-1,0.947726529994457,0.2795870282942583,0.824084007879037,-0.042846736402872676,97.14761620531614,"-1,1",13,10,0.2,1,0.2,-0.8655583935488134
s_1,0.9040426314239581,0.2725732751895987,0.7888608007216299,-0.042846736402872676,97.14761620531614,"-1,1",13,10,0.2,1,0.2,-0.8655583935488134
pop,1.0272057621627728,0.10109571893967996,0.9765731745382624,-0.013152265306523763,101.44811983627231,"-1,1",14,10,0,1,0.2,-0.8227592142244318
s_-1,0.9154745762672416,0.2998815907696161,0.7880029220363127,-0.013152265306523763,101.44811983627231,"-1,1",14,10,0,1,0.2,-0.8227592142244318
s_1,0.925818445542101,0.3160222499948688,0.7905010834970773,-0.013152265306523763,101.44811983627231,"-1,1",14,10,0,1,0.2,-0.8227592142244318
pop,1.0878624491828337,0.1029902399797405,1.0332607672013807,0.17712344232601682,95.41965656296944,"-1,1",14,10,0.2,1,0.2,-0.8023001435366547
s_-1,0.9534654149694981,0.30507486946927004,0.8185755683691401,0.17712344232601682,95.41965656296944,"-1,1",14,10,0.2,1,0.2,-0.8023001435366547
s_1,0.8858620067417738,0.29598866490475095,0.7639992881491863,0.17712344232601682,95.41965656296944,"-1,1",14,10,0.2,1,0.2,-0.8023001435366547
pop,0.9997034184392568,0.0936503849156178,0.9539711796434208,0.5715720650896418,99.51439851259397,"-1,1",15,10,0,1,0.2,-0.7240299142305282
s_-1,0.9185212676579125,0.292143401829323,0.7936903186234667,0.5715720650896418,99.51439851259397,"-1,1",15,10,0,1,0.2,-0.7240299142305282
s_1,0.8607629593278181,0.30056930698230766,0.7406546849532923,0.5715720650896418,99.51439851259397,"-1,1",15,10,0,1,0.2,-0.7240299142305282
pop,1.0156429886186262,0.1270375738574757,0.9531367525873061,-0.8026866753573235,93.77757960952792,"-1,1",15,10,0.2,1,0.2,-0.7348518462857567
s_-1,0.8483124216168877,0.3039648788417391,0.7287032249143173,-0.8026866753573235,93.77757960952792,"-1,1",15,10,0.2,1,0.2,-0.7348518462857567
s_1,0.9555861987158161,0.3180281811392324,0.8151000628806467,-0.8026866753573235,93.77757960952792,"-1,1",15,10,0.2,1,0.2,-0.7348518462857567
pop,1.0119193893114315,0.1145459586434693,0.9555921613130124,0.018483168430774397,100.5934840965429,"-1,1",16,10,0,1,0.2,-0.692561137488936
s_-1,0.8816384075815931,0.3602644721605415,0.736308926044753,0.018483168430774397,100.5934840965429,"-1,1",16,10,0,1,0.2,-0.692561137488936
s_1,0.9117173713215625,0.33494542879723943,0.7711302747060639,0.018483168430774397,100.5934840965429,"-1,1",16,10,0,1,0.2,-0.692561137488936
pop,1.0514148056227273,0.16191493932932013,0.9696493394713551,0.6381429305259434,91.69958469399074,"-1,1",16,10,0.2,1,0.2,-0.6669127328843164
s_-1,0.9086153098425804,0.3468758614899312,0.7639358902529899,0.6381429305259434,91.69958469399074,"-1,1",16,10,0.2,1,0.2,-0.6669127328843164
s_1,0.8603188003333188,0.31398797434243153,0.7353223918764002,0.6381429305259434,91.69958469399074,"-1,1",16,10,0.2,1,0.2,-0.6669127328843164
pop,0.9973498273113885,0.14563738244206972,0.9273053406531151,-0.23984771919177234,99.11165604415812,"-1,1",17,10,0,1,0.2,-0.5594785325099876
s_-1,0.8473577654696641,0.3420104042831228,0.7141676899754529,-0.23984771919177234,99.11165604415812,"-1,1",17,10,0,1,0.2,-0.5594785325099876
s_1,0.8839545413593308,0.35738330756926806,0.7393075343674483,-0.23984771919177234,99.11165604415812,"-1,1",17,10,0,1,0.2,-0.5594785325099876
pop,1.0197969358480514,0.15375008300716886,0.9443376312787858,1.0973938210418277,98.11610906803,"-1,1",17,10,0.2,1,0.2,-0.5608953871222547
s_-1,0.9177690766812594,0.3594045163893568,0.7668134491412726,1.0973938210418277,98.11610906803,"-1,1",17,10,0.2,1,0.2,-0.5608953871222547
s_1,0.8058273723546108,0.3096478084700609,0.6902443305181134,1.0973938210418277,98.11610906803,"-1,1",17,10,0.2,1,0.2,-0.5608953871222547
pop,0.9431982237190168,0.13435699253911657,0.8819170197831258,1.430998937532699,106.43440583856366,"-1,1",18,10,0,1,0.2,-0.5083027498680057
s_-1,0.9049115809663283,0.3526591398641382,0.7586250639135003,1.430998937532699,106.43440583856366,"-1,1",18,10,0,1,0.2,-0.5083027498680057
s_1,0.7719447139734891,0.2959132724838099,0.6657780103564,1.430998937532699,106.43440583856366,"-1,1",18,10,0,1,0.2,-0.5083027498680057
pop,0.9170586649621058,0.1341356610258504,0.857570691384129,-0.2432239674614151,91.44446185103969,"-1,1",18,10,0.2,1,0.2,-0.5049971019323104
s_-1,0.8059200851874342,0.29471788650005243,0.6954962673212656,-0.2432239674614151,91.44446185103969,"-1,1",18,10,0.2,1,0.2,-0.5049971019323104
s_1,0.8445861270351596,0.3452962003548985,0.7106631986819323,-0.2432239674614151,91.44446185103969,"-1,1",18,10,0.2,1,0.2,-0.5049971019323104
pop,0.9386596523225647,0.1476188584639679,0.8718727868984901,-0.25161976834766325,97.36494532755681,"-1,1",19,10,0,1,0.2,-0.46938651127914405
s_-1,0.8125694015386442,0.3311927463636489,0.688561717485153,-0.25161976834766325,97.36494532755681,"-1,1",19,10,0,1,0.2,-0.46938651127914405
s_1,0.8314155676419756,0.3474212064012745,0.6988381344126461,-0.25161976834766325,97.36494532755681,"-1,1",19,10,0,1,0.2,-0.46938651127914405
pop,0.9427383194595884,0.18792645814634532,0.8581899973693172,-0.3486436239019437,95.4997990415152,"-1,1",19,10,0.2,1,0.2,-0.44560395095964916
s_-1,0.8019352807460978,0.33624808302023984,0.6778349798582178,-0.3486436239019437,95.4997990415152,"-1,1",19,10,0.2,1,0.2,-0.44560395095964916
s_1,0.8269878916128832,0.3377306886086654,0.6984926871459256,-0.3486436239019437,95.4997990415152,"-1,1",19,10,0.2,1,0.2,-0.44560395095964916
pop,0.9097594368873667,0.12087213114939957,0.856405641299983,-0.5570133557646807,113.62066754678989,"-1,1",20,10,0,1,0.2,-0.41908968362592386
s_-1,0.7926990011519213,0.33549583974616426,0.6702800833684811,-0.5570133557646807,113.62066754678989,"-1,1",20,10,0,1,0.2,-0.41908968362592386
s_1,0.8439766949038428,0.35746486627072727,0.7058427284243832,-0.5570133557646807,113.62066754678989,"-1,1",20,10,0,1,0.2,-0.41908968362592386
pop,0.8851244206235241,0.16339254020329638,0.8156880198966189,0.3281526787020866,84.85777606935756,"-1,1",20,10,0.2,1,0.2,-0.35440952521545666
s_-1,0.7898598101209536,0.3085094611359494,0.676952253341341,0.3281526787020866,84.85777606935756,"-1,1",20,10,0.2,1,0.2,-0.35440952521545666
s_1,0.7541296715830937,0.29185403064650667,0.6517345297968415,0.3281526787020866,84.85777606935756,"-1,1",20,10,0.2,1,0.2,-0.35440952521545666
pop,0.8246498949979097,0.045473486944365496,0.8061115908365387,-0.3991802989387806,125.68254132514065,"-1,1",0,11,0,1,0.2,0.9999999999999999
s_-1,0.8296659915053997,0.0517268139601768,0.8084831137869497,-0.3991802989387806,125.68254132514065,"-1,1",0,11,0,1,0.2,0.9999999999999999
s_1,0.8296659915053997,0.0517268139601768,0.8084831137869497,-0.3991802989387806,125.68254132514065,"-1,1",0,11,0,1,0.2,0.9999999999999999
pop,0.8065869301891555,0.05074946373588725,0.7863774919994792,0.3812011864221519,137.712406848101,"-1,1",0,11,0.2,1,0.2,NA
s_-1,0.812511611145961,0.05877877673420033,0.788979877229774,0.3812011864221519,137.712406848101,"-1,1",0,11,0.2,1,0.2,NA
s_1,0.812511611145961,0.05877877673420033,0.788979877229774,0.3812011864221519,137.712406848101,"-1,1",0,11,0.2,1,0.2,NA
pop,0.8002790862825675,0.04478116945790825,0.7825594859868884,-0.12281135414463784,134.09107490560532,"-1,1",1,11,0,1,0.2,0.9501422576578077
s_-1,0.8049605626270376,0.05277855689969416,0.783996069733818,-0.12281135414463784,134.09107490560532,"-1,1",1,11,0,1,0.2,0.9501422576578077
s_1,0.8056970601116336,0.05366303911561212,0.7843664299939813,-0.12281135414463784,134.09107490560532,"-1,1",1,11,0,1,0.2,0.9501422576578077
pop,0.8235465587434078,0.0444560760181719,0.8054426867104173,-0.6601301804449023,121.70096840445503,"-1,1",1,11,0.2,1,0.2,0.9576178707003153
s_-1,0.8271963213974642,0.05179451210313769,0.8060492143574285,-0.6601301804449023,121.70096840445503,"-1,1",1,11,0.2,1,0.2,0.9576178707003153
s_1,0.8293806159447223,0.0528424129255591,0.8077543337466663,-0.6601301804449023,121.70096840445503,"-1,1",1,11,0.2,1,0.2,0.9576178707003153
pop,0.8326790585276276,0.04029987899663232,0.8160685383780376,-0.8614314509080591,113.12939953565466,"-1,1",2,11,0,1,0.2,0.8307706333982343
s_-1,0.8325027782326103,0.052647339097216805,0.8108741712728356,-0.8614314509080591,113.12939953565466,"-1,1",2,11,0,1,0.2,0.8307706333982343
s_1,0.8400803322460563,0.04928313060523645,0.819632406988373,-0.8614314509080591,113.12939953565466,"-1,1",2,11,0,1,0.2,0.8307706333982343
pop,0.8294987088707352,0.0374913587214404,0.8140940287396848,0.5932001028568872,109.26861642059761,"-1,1",2,11,0.2,1,0.2,0.813854832669858
s_-1,0.8356412871763031,0.0485699542472607,0.8155921889168105,0.5932001028568872,109.26861642059761,"-1,1",2,11,0.2,1,0.2,0.813854832669858
s_1,0.8306880806242016,0.04884816143989423,0.8106450505376656,0.5932001028568872,109.26861642059761,"-1,1",2,11,0.2,1,0.2,0.813854832669858
pop,0.8008718481187229,0.04364923683755507,0.7835824788334282,-0.30133412901576023,134.92956406302775,"-1,1",3,11,0,1,0.2,0.6759672501496738
s_-1,0.8074368277972332,0.06205299836750937,0.7827695383227422,-0.30133412901576023,134.92956406302775,"-1,1",3,11,0,1,0.2,0.6759672501496738
s_1,0.8047025972055845,0.06224400319008063,0.7800443391225974,-0.30133412901576023,134.92956406302775,"-1,1",3,11,0,1,0.2,0.6759672501496738
pop,0.8208877313162386,0.037501619618029995,0.8056388329691667,-0.772836040096998,112.97234922558575,"-1,1",3,11,0.2,1,0.2,0.580456988320148
s_-1,0.8144601720190144,0.05503648396365423,0.7923532270804248,-0.772836040096998,112.97234922558575,"-1,1",3,11,0.2,1,0.2,0.580456988320148
s_1,0.8277724633646605,0.05174882002883222,0.8066290554383546,-0.772836040096998,112.97234922558575,"-1,1",3,11,0.2,1,0.2,0.580456988320148
pop,0.8302305727763175,0.03818207006376912,0.8145309496849062,-0.07270504873169108,117.45084630508131,"-1,1",4,11,0,1,0.2,0.44270709149707904
s_-1,0.8321944997148183,0.059733171755266316,0.8077071876494474,-0.07270504873169108,117.45084630508131,"-1,1",4,11,0,1,0.2,0.44270709149707904
s_1,0.8324576542657313,0.05880934068656617,0.8083358955659347,-0.07270504873169108,117.45084630508131,"-1,1",4,11,0,1,0.2,0.44270709149707904
pop,0.8326863507357565,0.03598416058783431,0.8178385628846898,0.06639148659074445,113.34061197507722,"-1,1",4,11,0.2,1,0.2,0.4258309358556617
s_-1,0.8331870417399202,0.05681399080715996,0.8098517137492172,0.06639148659074445,113.34061197507722,"-1,1",4,11,0.2,1,0.2,0.4258309358556617
s_1,0.8343177420820089,0.05951563501370537,0.8098560355694797,0.06639148659074445,113.34061197507722,"-1,1",4,11,0.2,1,0.2,0.4258309358556617
pop,0.8191274750931121,0.04061844769622392,0.8026594245405437,0.45832611238924725,131.9657836390134,"-1,1",5,11,0,1,0.2,0.24361212772948568
s_-1,0.8190926343960852,0.06345941515556872,0.7935110587877814,0.45832611238924725,131.9657836390134,"-1,1",5,11,0,1,0.2,0.24361212772948568
s_1,0.8250975898556443,0.0728335928867555,0.7955907127367902,0.45832611238924725,131.9657836390134,"-1,1",5,11,0,1,0.2,0.24361212772948568
pop,0.8157362136411038,0.03462786368710451,0.8017341773700343,0.18661172811132495,120.21382225396447,"-1,1",5,11,0.2,1,0.2,0.08182160017061377
s_-1,0.8196099121149459,0.06859970600581766,0.7919740745568006,0.18661172811132495,120.21382225396447,"-1,1",5,11,0.2,1,0.2,0.08182160017061377
s_1,0.8045186156981597,0.06717367213888427,0.7779461217714052,0.18661172811132495,120.21382225396447,"-1,1",5,11,0.2,1,0.2,0.08182160017061377
pop,0.8136842642494057,0.030949385303567632,0.8011896746464164,-0.15920786827943095,122.04063765366142,"-1,1",6,11,0,1,0.2,-0.10825518567996162
s_-1,0.802057126994975,0.07751385159800385,0.7715665357903353,-0.15920786827943095,122.04063765366142,"-1,1",6,11,0,1,0.2,-0.10825518567996162
s_1,0.8264819639936859,0.07479153474456883,0.7961457941091351,-0.15920786827943095,122.04063765366142,"-1,1",6,11,0,1,0.2,-0.10825518567996162
pop,0.8162254658622993,0.041419309198759975,0.7994955516975002,0.3365911814261271,132.32526777797872,"-1,1",6,11,0.2,1,0.2,0.016303085610737695
s_-1,0.7965032103106838,0.07374950148874337,0.7676672792395179,0.3365911814261271,132.32526777797872,"-1,1",6,11,0.2,1,0.2,0.016303085610737695
s_1,0.8299759723667329,0.08238664819840097,0.7964811215541006,0.3365911814261271,132.32526777797872,"-1,1",6,11,0.2,1,0.2,0.016303085610737695
pop,0.8017741817409928,0.030817857121310917,0.7895143982907067,-0.31514177669526555,136.210649327059,"-1,1",7,11,0,1,0.2,-0.3656284876108489
s_-1,0.806845847204184,0.0919925554004489,0.7705745094032984,-0.31514177669526555,136.210649327059,"-1,1",7,11,0,1,0.2,-0.3656284876108489
s_1,0.8062107972867267,0.0949468714378867,0.768831483029563,-0.31514177669526555,136.210649327059,"-1,1",7,11,0,1,0.2,-0.3656284876108489
pop,0.8310243309352197,0.030729136150424045,0.8183535905213437,0.7142098258270089,119.1368043016267,"-1,1",7,11,0.2,1,0.2,-0.35129744525855483
s_-1,0.8411727504070181,0.079469846856192225,0.8084041556970935,0.7142098258270089,119.1368043016267,"-1,1",7,11,0.2,1,0.2,-0.35129744525855483
s_1,0.8155444119132145,0.09153633557700638,0.7790597256122235,0.7142098258270089,119.1368043016267,"-1,1",7,11,0.2,1,0.2,-0.35129744525855483
pop,0.8437629756718983,0.03155684528139052,0.8305542076307868,0.8744620360130138,115.29327187644658,"-1,1",8,11,0,1,0.2,-0.5408999354779511
s_-1,0.8513082066162754,0.09886342236045226,0.8102497405099106,0.8744620360130138,115.29327187644658,"-1,1",8,11,0,1,0.2,-0.5408999354779511
s_1,0.8193958553563102,0.10489016049272919,0.7775299985934527,0.8744620360130138,115.29327187644658,"-1,1",8,11,0,1,0.2,-0.5408999354779511
pop,0.848683416793119,0.03831007501711138,0.832581562257292,1.3996015268224653,120.8598684087915,"-1,1",8,11,0.2,1,0.2,-0.6011616052621561
s_-1,0.8553281466842274,0.10799620267549807,0.8103668863748726,1.3996015268224653,120.8598684087915,"-1,1",8,11,0.2,1,0.2,-0.6011616052621561
s_1,0.7927360558605535,0.11075156500298507,0.7500310016297418,1.3996015268224653,120.8598684087915,"-1,1",8,11,0.2,1,0.2,-0.6011616052621561
pop,0.8696030433235751,0.02991243048763887,0.8566938500033829,0.9141737880724575,109.24570364484708,"-1,1",9,11,0,1,0.2,-0.7783141634535026
s_-1,0.8831745729982907,0.1215451482642567,0.831100155238469,0.9141737880724575,109.24570364484708,"-1,1",9,11,0,1,0.2,-0.7783141634535026
s_1,0.8229355349686707,0.1318651083315725,0.7704273139671243,0.9141737880724575,109.24570364484708,"-1,1",9,11,0,1,0.2,-0.7783141634535026
pop,0.8785411172122806,0.041338412025357506,0.8605687470169645,0.3699875019768084,132.75111715287375,"-1,1",9,11,0.2,1,0.2,-0.7039554493597613
s_-1,0.8415306309594102,0.1282075271400381,0.7892780365421894,0.3699875019768084,132.75111715287375,"-1,1",9,11,0.2,1,0.2,-0.7039554493597613
s_1,0.8423461381849809,0.13620046199565072,0.78689182707084,0.3699875019768084,132.75111715287375,"-1,1",9,11,0.2,1,0.2,-0.7039554493597613
pop,0.9206348343189801,0.03816271720364204,0.9032344107174,0.4348167253692539,118.36179587059561,"-1,1",10,11,0,1,0.2,-0.8576405479598873
s_-1,0.8781125583789244,0.1699107739838293,0.8065931557025334,0.4348167253692539,118.36179587059561,"-1,1",10,11,0,1,0.2,-0.8576405479598873
s_1,0.8731801782399232,0.16809989494227673,0.8027890497922071,0.4348167253692539,118.36179587059561,"-1,1",10,11,0,1,0.2,-0.8576405479598873
pop,0.9043795861388497,0.04316933106019069,0.8850680218499152,-0.9627857462992082,133.37658279238943,"-1,1",10,11,0.2,1,0.2,-0.7895547345334935
s_-1,0.8449043515481381,0.16801472652954522,0.7768257492294088,-0.9627857462992082,133.37658279238943,"-1,1",10,11,0.2,1,0.2,-0.7895547345334935
s_1,0.8839698723647026,0.16404441680294532,0.8143585699390994,-0.9627857462992082,133.37658279238943,"-1,1",10,11,0.2,1,0.2,-0.7895547345334935
pop,0.9875499793665263,0.0593813657993281,0.9586599506921645,0.684761106877839,127.98745657744229,"-1,1",11,11,0,1,0.2,-0.881848358456378
s_-1,0.9294636929036539,0.22273598498599678,0.8315070298496794,0.684761106877839,127.98745657744229,"-1,1",11,11,0,1,0.2,-0.881848358456378
s_1,0.8851137638426533,0.22899738362553515,0.7893560540779158,0.684761106877839,127.98745657744229,"-1,1",11,11,0,1,0.2,-0.881848358456378
pop,0.9634216693927801,0.04038631242992863,0.944162253752374,0.16971082498262396,108.86741726909571,"-1,1",11,11,0.2,1,0.2,-0.894558678643084
s_-1,0.9114295029307876,0.20265393346694896,0.8236019003935238,0.16971082498262396,108.86741726909571,"-1,1",11,11,0.2,1,0.2,-0.894558678643084
s_1,0.9221324766919882,0.2067473521320701,0.8315697845565738,0.16971082498262396,108.86741726909571,"-1,1",11,11,0.2,1,0.2,-0.894558678643084
pop,1.0208161252262855,0.07378149871050504,0.9838436181384554,-0.6911914096787707,114.37807739736128,"-1,1",12,11,0,1,0.2,-0.9197044964417046
s_-1,0.9004016445107068,0.2622059498549325,0.7897669962691383,-0.6911914096787707,114.37807739736128,"-1,1",12,11,0,1,0.2,-0.9197044964417046
s_1,0.9542075694472321,0.2642043701045859,0.8361257670009616,-0.6911914096787707,114.37807739736128,"-1,1",12,11,0,1,0.2,-0.9197044964417046
pop,1.0378253471818515,0.07884368666247056,0.9977082982456111,0.20881659552095508,111.7897244896127,"-1,1",12,11,0.2,1,0.2,-0.9028403233228289
s_-1,0.9300941975622536,0.2501120813617438,0.8207592512644757,0.20881659552095508,111.7897244896127,"-1,1",12,11,0.2,1,0.2,-0.9028403233228289
s_1,0.92303809444291,0.24842873428254517,0.8152184702124071,0.20881659552095508,111.7897244896127,"-1,1",12,11,0.2,1,0.2,-0.9028403233228289
pop,1.0250201016982516,0.08226590554414774,0.9837133562797337,-0.3254770710461824,116.51926581984918,"-1,1",13,11,0,1,0.2,-0.8623025856262001
s_-1,0.9007484124940284,0.2701976676142924,0.7869204422370484,-0.3254770710461824,116.51926581984918,"-1,1",13,11,0,1,0.2,-0.8623025856262001
s_1,0.9462869852043717,0.28108710490930366,0.8222153449856372,-0.3254770710461824,116.51926581984918,"-1,1",13,11,0,1,0.2,-0.8623025856262001
pop,1.0488447375162613,0.09867710763912736,0.9983521139037715,0.9919050160154415,156.10474592560143,"-1,1",13,11,0.2,1,0.2,-0.8437218074665533
s_-1,0.9681019566451965,0.298724982289975,0.8337844516520122,0.9919050160154415,156.10474592560143,"-1,1",13,11,0.2,1,0.2,-0.8437218074665533
s_1,0.8625149444163552,0.28631905623173126,0.747469085709373,0.9919050160154415,156.10474592560143,"-1,1",13,11,0.2,1,0.2,-0.8437218074665533
pop,1.021635623228859,0.09342450928768496,0.9750101873453759,-0.20632094760573247,116.24060319208024,"-1,1",14,11,0,1,0.2,-0.8222030225596616
s_-1,0.8946949664264896,0.30968349448680205,0.76635161612589,-0.20632094760573247,116.24060319208024,"-1,1",14,11,0,1,0.2,-0.8222030225596616
s_1,0.9566403579678093,0.31541570905595356,0.8170658282906734,-0.20632094760573247,116.24060319208024,"-1,1",14,11,0,1,0.2,-0.8222030225596616
pop,1.0474101367046225,0.11469120909328177,0.9890355290766831,0.135425927452601,116.5363069199076,"-1,1",14,11,0.2,1,0.2,-0.8105448100938307
s_-1,0.9370580425907526,0.3193163435168165,0.7987811902021138,0.135425927452601,116.5363069199076,"-1,1",14,11,0.2,1,0.2,-0.8105448100938307
s_1,0.9081477803080273,0.31049289509178096,0.7775598911118701,0.135425927452601,116.5363069199076,"-1,1",14,11,0.2,1,0.2,-0.8105448100938307
pop,1.0534033600875587,0.11432315929223785,0.9948778015985369,0.26105569071980145,114.43447684815906,"-1,1",15,11,0,1,0.2,-0.7861345662353897
s_-1,0.9473339966959483,0.35482787409640526,0.7933288154597152,0.26105569071980145,114.43447684815906,"-1,1",15,11,0,1,0.2,-0.7861345662353897
s_1,0.9098946030155426,0.3655100053528967,0.7579169153394917,0.26105569071980145,114.43447684815906,"-1,1",15,11,0,1,0.2,-0.7861345662353897
pop,1.0688355452139613,0.1294880770779548,1.001827409513485,-0.0044769822395233335,133.2212082440633,"-1,1",15,11,0.2,1,0.2,-0.7525163347743559
s_-1,0.8906441736551237,0.3337986230976349,0.753738642542576,-0.0044769822395233335,133.2212082440633,"-1,1",15,11,0.2,1,0.2,-0.7525163347743559
s_1,0.9280593665598807,0.33355124102806494,0.7854997055289968,-0.0044769822395233335,133.2212082440633,"-1,1",15,11,0.2,1,0.2,-0.7525163347743559
pop,1.015357360258105,0.11761147740749106,0.9573702185452633,-0.3530729101238104,116.94912704024112,"-1,1",16,11,0,1,0.2,-0.6664832969103908
s_-1,0.8862545191919461,0.3473850467111426,0.7449459412803743,-0.3530729101238104,116.94912704024112,"-1,1",16,11,0,1,0.2,-0.6664832969103908
s_1,0.8995581290359582,0.3490667735332965,0.7554928277272214,-0.3530729101238104,116.94912704024112,"-1,1",16,11,0,1,0.2,-0.6664832969103908
