clim.mean,clim.var,pop.var,lt.pop.lam,sub.corr,clim.sd,asp.mag,rep,asp.effects,AtoB,BtoA
3.4277773414537827e-8,1.0089110164489495e-12,2.3425890435393115e-21,1.0008438967038606,1,0.001,0,1,,0,0
1.2344408610987002e-7,9.196136989756471e-13,1.96214733004812e-21,1.000843896701591,0.9999999999999999,0.001,0,1,,0,0
-2.1554827943031574e-7,1.1556704050216058e-12,1.481921002010472e-21,1.0008438967110862,1,0.001,0,1,,0,0
6.916363896061205e-8,1.0481927193266256e-12,1.2169826403491415e-12,1.0005721089327164,-0.9999999999999667,0.001,5,1,,0,0
-6.081644773808062e-8,1.0080923497763235e-12,1.2168782230286767e-12,1.0005721083077186,-0.9999999999999638,0.001,5,1,,0,0
-4.1672283302092324e-7,8.106251437014667e-13,1.216662853257014e-12,1.0005721056747154,-0.9999999999999711,0.001,5,1,,0,0
-6.314994342995493e-8,8.334280302957302e-13,2.5411702830885266e-10,1.0003277254713896,-0.9999999999999997,0.001,10,1,,0,0
-4.1693426464773653e-8,1.1140182413896148e-12,2.540841474723732e-10,1.0003277032962181,-0.9999999999999998,0.001,10,1,,0,0
1.5806305213301716e-7,1.0212199980944927e-12,2.5414080075475476e-10,1.0003277397729646,-0.9999999999999997,0.001,10,1,,0,0
-3.949130335597862e-8,7.717714200237731e-13,1.3609543795368037e-9,0.7624971597250614,-0.9999999999999661,0.001,15,1,,0,0
-6.565280558935124e-8,9.774021063683731e-13,1.3609849934978963e-9,0.7624971810633198,-0.9999999999999482,0.001,15,1,,0,0
7.92342149038386e-8,1.3878946662365422e-12,1.3611641481420433e-9,0.76249701274911,-0.9999999999999165,0.001,15,1,,0,0
1.1472989219827279e-8,7.617270602654811e-13,2.47784792621649e-12,0.5756636032414381,-0.9999999999998893,0.001,20,1,,0,0
1.6377851977291653e-7,1.2700398297787096e-12,2.4792167963144267e-12,0.5756636048446007,-0.9999999999997854,0.001,20,1,,0,0
-1.288716061574556e-7,8.793515554692204e-13,2.4775438806437032e-12,0.5756635991633648,-0.9999999999998591,0.001,20,1,,0,0
0.16598807769538243,530.1453288519687,0.03915200644273145,0.6692410745803642,1,5,0,1,,0,0
-3.234642914799097,542.3225304296942,0.03622682090498143,0.688468410184211,1,5,0,1,,0,0
-6.972210948328723,538.4826468874932,0.036442075831750326,0.6769829932119164,1,5,0,1,,0,0
2.691535636659971,576.6443877705814,0.0372245764312581,0.6631361384080197,0.5787319731754184,5,5,1,,0,0
-6.66204729338838,482.7403466159387,0.03404156526665811,0.6655966039914961,0.5074399539150305,5,5,1,,0,0
3.0222057410625225,492.6994036864833,0.03644637019664928,0.6906035510787726,0.5596622894643338,5,5,1,,0,0
-0.3607921707507571,567.6124648020113,0.039243585552303846,0.6889173746477423,-0.32773821764416167,5,10,1,,0,0
6.311774938488015,551.0847707862802,0.04367450739833264,0.7358228317998747,-0.33200320728473826,5,10,1,,0,0
-1.170457154475973,558.8343583838529,0.06552405354268814,0.7236251400814284,-0.2402669223754986,5,10,1,,0,0
-2.3648154284818768,689.5114442976043,0.30439761164527146,0.8330393857830591,-0.4269305957225525,5,15,1,,0,0
1.8960626932771745,725.670934821515,0.33322020425967563,0.839917473310781,-0.4062821823574511,5,15,1,,0,0
-0.49346263255345096,533.9324347851864,0.3665819210830912,0.9162171038511278,-0.5583441599987612,5,15,1,,0,0
-0.830972423036789,532.0457334879145,0.8337956342786215,0.9111485335552456,-0.46677752954187374,5,20,1,,0,0
-2.4734627840996515,615.1017303247014,1.2470953626309274,0.9260698813271642,-0.44357675469047614,5,20,1,,0,0
3.6980275695795264,633.6485089190554,1.5951629417392548,0.93815916305449365,-0.40167404146806074,5,20,1,,0,0
-5.908656199344964,8575.385600231539,0.018458996292096953,0.5492057612255831,1,10,0,1,,0,0
-7.685141770237554,8328.82841555874,0.019849849291694588,0.5436143267886885,1,10,0,1,,0,0
12.680968029416587,9587.800520345914,0.01216231893101882,0.5298394631768711,0.9999999999999999,10,0,1,,0,0
-22.83764601267578,9943.479869128738,0.020018634880300964,0.5596678374903359,0.6793799218909311,10,5,1,,0,0
-10.53372927315135,7365.534596271103,0.02196101989061666,0.5604869758946116,0.6171280171026676,10,5,1,,0,0
-24.43499353815389,11061.488380225783,0.011933741060282119,0.5334154911199889,0.6544121970966339,10,5,1,,0,0
15.328399347186197,8230.735741195722,0.009254152595048349,0.5364008755447737,0.16700860564646886,10,10,1,,0,0
-1.365411645224463,6858.928861965282,0.015494935733515366,0.5524872468196574,0.02596834389631453,10,10,1,,0,0
-21.176636204853413,7418.769326881481,0.008217553441665906,0.5411587432722039,0.04374815046155508,10,10,1,,0,0
2.107603560241718,9520.183307664744,0.014906900240963944,0.5770627561024939,-0.08299509969516852,10,15,1,,0,0
-4.9867073129065105,7236.415728979469,0.029941545586241312,0.6163913325623201,-0.14847413075661686,10,15,1,,0,0
-28.551149603752922,9535.742592546563,0.012055632032480829,0.5606314372516195,-0.08908446261996839,10,15,1,,0,0
-7.336391736109087,12238.346988327463,0.37615035290139565,0.6132947153007,-0.07421333872334358,10,20,1,,0,0
23.00739657079583,8984.579418472273,0.01432128061770647,0.6113562647594735,-0.12110636482851656,10,20,1,,0,0
12.2544548397681,11047.145186661302,0.26434146870347686,0.6172540039297709,-0.1147195524058361,10,20,1,,0,0
-16.166397312027044,52344.31104690559,0.014818908874014854,0.5322206508643078,1,15,0,1,,0,0
-26.77256638994534,57194.38300912781,0.0036094337290421643,0.5099739658485752,1,15,0,1,,0,0
