asp.effects,clim.sd,asp.mag,lt.lam,rep
"-2,1",30,10,0.6846879660809255,1
"-2,1",0,11,0.9266079148941653,1
"-2,1",1,11,0.9231878984647337,1
"-2,1",2,11,0.9157103796171285,1
"-2,1",3,11,0.8908498427285102,1
"-2,1",4,11,0.8656458575044366,1
"-2,1",5,11,0.8698833765014334,1
"-2,1",6,11,0.9203552501464538,1
"-2,1",7,11,0.8633725188240137,1
"-2,1",8,11,0.8577105235871196,1
"-2,1",9,11,0.8284421560931874,1
"-2,1",10,11,0.8755654596976453,1
"-2,1",11,11,0.8184805494335339,1
"-2,1",12,11,0.818565056694343,1
"-2,1",13,11,0.776558204559934,1
"-2,1",14,11,0.7865141280577295,1
"-2,1",15,11,0.7711309010332968,1
"-2,1",16,11,0.7796378791539741,1
"-2,1",17,11,0.7566274704964734,1
"-2,1",18,11,0.7406445518738588,1
"-2,1",19,11,0.736329305933918,1
"-2,1",20,11,0.7414737112467458,1
"-2,1",21,11,0.7062044782887151,1
"-2,1",22,11,0.7044368059524013,1
"-2,1",23,11,0.6914895114682629,1
"-2,1",24,11,0.6810793644956208,1
"-2,1",25,11,0.7005756164612565,1
"-2,1",26,11,0.70327814733418,1
"-2,1",27,11,0.6598841707892292,1
"-2,1",28,11,0.6575674617211348,1
"-2,1",29,11,0.667628646713199,1
"-2,1",30,11,0.6395138109026808,1
"-2,1",0,12,0.8479769511090142,1
"-2,1",1,12,0.8461211955669775,1
"-2,1",2,12,0.8419215494375024,1
"-2,1",3,12,0.8279547417950411,1
"-2,1",4,12,0.8411966876297614,1
"-2,1",5,12,0.8350178344174647,1
"-2,1",6,12,0.8418325534828542,1
"-2,1",7,12,0.814661608365779,1
"-2,1",8,12,0.8475785984191463,1
"-2,1",9,12,0.8369909757814313,1
"-2,1",10,12,0.83968700871013,1
"-2,1",11,12,0.7902338106771012,1
"-2,1",12,12,0.7895841126207106,1
"-2,1",13,12,0.8229681457723366,1
"-2,1",14,12,0.7858796261310868,1
"-2,1",15,12,0.7554175319309947,1
"-2,1",16,12,0.7412478671623539,1
"-2,1",17,12,0.7423626940220227,1
"-2,1",18,12,0.7780253693345917,1
"-2,1",19,12,0.7137339660038442,1
"-2,1",20,12,0.7363918820255437,1
"-2,1",21,12,0.7161575695100085,1
"-2,1",22,12,0.7009956222073995,1
"-2,1",23,12,0.7289261832518126,1
"-2,1",24,12,0.6811983671519056,1
"-2,1",25,12,0.6774453189494448,1
"-2,1",26,12,0.6798080146541663,1
"-2,1",27,12,0.6636430085546782,1
"-2,1",28,12,0.6520347979161009,1
"-2,1",29,12,0.6769378829524626,1
"-2,1",30,12,0.6498442523100397,1
"-2,1",0,13,0.7734348458251279,1
"-2,1",1,13,0.7689609835305888,1
"-2,1",2,13,0.7661456146274214,1
"-2,1",3,13,0.747432348655106,1
