asp.effects,clim.sd,asp.mag,lt.lam,rep
"-1,1",0,0,1.4690016331329863,1
"-1,1",1,0,1.4636704257130382,1
"-1,1",2,0,1.4494543102179562,1
"-1,1",3,0,1.4241637679516708,1
"-1,1",4,0,1.3873953083105415,1
"-1,1",5,0,1.33638778907102,1
"-1,1",6,0,1.281970675364944,1
"-1,1",7,0,1.2351174999193573,1
"-1,1",8,0,1.177285612980558,1
"-1,1",9,0,1.1033683688102238,1
"-1,1",10,0,1.0680827095148957,1
"-1,1",11,0,1.027936223875811,1
"-1,1",12,0,0.9726708119363778,1
"-1,1",13,0,0.9680822573093315,1
"-1,1",14,0,0.8986343855199568,1
"-1,1",15,0,0.841783012814541,1
"-1,1",16,0,0.8690366653293778,1
"-1,1",17,0,0.8563265073504648,1
"-1,1",18,0,0.7988051249386021,1
"-1,1",19,0,0.8124496548349852,1
"-1,1",20,0,0.7821950685201545,1
"-1,1",21,0,0.7905040627034932,1
"-1,1",22,0,0.747076786106864,1
"-1,1",23,0,0.7803264296592647,1
"-1,1",24,0,0.7055913162596992,1
"-1,1",25,0,0.6939414800096858,1
"-1,1",26,0,0.6813079068611165,1
"-1,1",27,0,0.6789740204365086,1
"-1,1",28,0,0.6892814607420681,1
"-1,1",29,0,0.6878930655568947,1
"-1,1",30,0,0.6496418260098888,1
"-1,1",0,1,1.4638941378832857,1
"-1,1",1,1,1.4586141744881904,1
"-1,1",2,1,1.444432462413725,1
"-1,1",3,1,1.4170771566860638,1
"-1,1",4,1,1.387947399468661,1
"-1,1",5,1,1.3411665769681074,1
"-1,1",6,1,1.3067760559440296,1
"-1,1",7,1,1.2345241863390293,1
"-1,1",8,1,1.1670275587992687,1
"-1,1",9,1,1.0932499625997067,1
"-1,1",10,1,1.0826087847025694,1
"-1,1",11,1,1.0353192918346905,1
"-1,1",12,1,1.0094615738600483,1
"-1,1",13,1,0.9184814874114954,1
"-1,1",14,1,0.875990372295616,1
"-1,1",15,1,0.8833206759857284,1
"-1,1",16,1,0.9033304982042493,1
"-1,1",17,1,0.8373618272221528,1
"-1,1",18,1,0.7892477256475975,1
"-1,1",19,1,0.7844107988348615,1
"-1,1",20,1,0.7820255123711014,1
"-1,1",21,1,0.7349762121176049,1
"-1,1",22,1,0.7699966355340943,1
"-1,1",23,1,0.729429342398477,1
"-1,1",24,1,0.7199319534407123,1
"-1,1",25,1,0.6790781286967142,1
"-1,1",26,1,0.723549007193342,1
"-1,1",27,1,0.7267501875816259,1
"-1,1",28,1,0.6697267267899125,1
"-1,1",29,1,0.6555737242989919,1
"-1,1",30,1,0.6878985500490716,1
"-1,1",0,2,1.4486103454769828,1
"-1,1",1,2,1.443862797026096,1
"-1,1",2,2,1.4331786490644838,1
"-1,1",3,2,1.4113517225288748,1
"-1,1",4,2,1.3730432648904445,1
"-1,1",5,2,1.30923556526926,1
"-1,1",6,2,1.2711981401024022,1
"-1,1",7,2,1.2393775197512138,1
"-1,1",8,2,1.1875340455000412,1
"-1,1",9,2,1.0944271764561742,1
"-1,1",10,2,1.0858844625977047,1
"-1,1",11,2,0.988050747097599,1
"-1,1",12,2,0.9991561875650148,1
"-1,1",13,2,0.9846629507372855,1
"-1,1",14,2,0.856724702769348,1
"-1,1",15,2,0.8810645322136559,1
"-1,1",16,2,0.893730835076562,1
"-1,1",17,2,0.8622118683037637,1
"-1,1",18,2,0.8240492193618189,1
"-1,1",19,2,0.7915794482141469,1
"-1,1",20,2,0.757830763087876,1
"-1,1",21,2,0.7908590538554833,1
"-1,1",22,2,0.7449623771280128,1
"-1,1",23,2,0.7390983162888947,1
"-1,1",24,2,0.7381852066471485,1
"-1,1",25,2,0.698133994757943,1
