reps,asp.mag,clim.sd,mean.lt.lam,max.lt.lam,seeds
4,23,19,0.4608567000562798,0.47418162166554206,134277.34375
4,24,20,0.45322544709394424,0.4601730478996368,239562.98828125
4,25,20,0.4488417220856196,0.4577854236392072,396728.515625
5,0,0,1.141059069353668,1.141059069353668,17.881393432617188
5,1,0,1.1375051663928943,1.1375051663928943,19.371509552001953
5,2,0,1.1268101994807824,1.1268101994807824,21.6066837310791
5,3,0,1.108875832859951,1.108875832859951,26.82209014892578
5,4,0,1.0835466016740447,1.0835466016740447,35.762786865234375
5,5,0,1.0506362091556272,1.0506362091556272,53.64418029785156
5,6,0,1.0099901950672003,1.0099901950672003,87.91685104370117
5,7,0,0.9615869361400828,0.9615869361400828,163.91277313232422
5,8,0,0.9056063713081044,0.9056063713081044,339.74647521972656
5,9,0,0.8423305299309446,0.8423305299309446,810.6231689453125
5,10,0,0.7720249797092231,0.7720249797092231,2098.08349609375
5,11,0,0.6955995094559142,0.6955995094559142,5912.78076171875
5,12,0,0.61631854826618,0.61631854826618,16784.66796875
5,13,9,0.5791207750278204,0.6032915008620601,16975.40283203125
5,14,10,0.5572471453843924,0.5696947267270825,29373.1689453125
5,15,11,0.5381866953399271,0.5651310851423501,29563.90380859375
5,16,13,0.5249782833724237,0.5394316630263195,59890.7470703125
5,17,14,0.5113043622364365,0.5427465397139339,41961.669921875
5,18,16,0.5000651983358957,0.5185493031201076,72860.7177734375
5,19,17,0.4911174126624387,0.5092751985418753,99945.068359375
5,20,19,0.48416740516266465,0.4984891561057723,106048.583984375
5,21,18,0.4755897610174767,0.48966643073841193,173950.1953125
5,22,19,0.46779865491038425,0.4797373853104253,154113.76953125
5,23,19,0.4608567000562798,0.47418162166554206,250244.140625
5,24,20,0.45322544709394424,0.4601730478996368,267028.80859375
5,25,20,0.4488417220856196,0.4577854236392072,329589.84375
6,0,0,1.141059069353668,1.141059069353668,17.881393432617188
6,1,0,1.1375051663928943,1.1375051663928943,19.371509552001953
6,2,0,1.1268101994807824,1.1268101994807824,21.6066837310791
6,3,0,1.108875832859951,1.108875832859951,26.82209014892578
6,4,0,1.0835466016740447,1.0835466016740447,35.762786865234375
6,5,0,1.0506362091556272,1.0506362091556272,53.64418029785156
6,6,0,1.0099901950672003,1.0099901950672003,87.91685104370117
6,7,0,0.9615869361400828,0.9615869361400828,163.91277313232422
6,8,0,0.9056063713081044,0.9056063713081044,339.74647521972656
6,9,0,0.8423305299309446,0.8423305299309446,810.6231689453125
6,10,0,0.7720249797092231,0.7720249797092231,2098.08349609375
6,11,0,0.6955995094559142,0.6955995094559142,5912.78076171875
6,12,0,0.61631854826618,0.61631854826618,16784.66796875
6,13,9,0.5791207750278204,0.6032915008620601,15640.2587890625
6,14,10,0.5572471453843924,0.5696947267270825,24414.0625
6,15,11,0.5381866953399271,0.5651310851423501,40435.791015625
6,16,13,0.5249782833724237,0.5394316630263195,48446.6552734375
6,17,14,0.5113043622364365,0.5427465397139339,54168.701171875
6,18,16,0.5000651983358957,0.5185493031201076,54168.701171875
6,19,17,0.4911174126624387,0.5092751985418753,109863.28125
6,20,19,0.48416740516266465,0.4984891561057723,137329.1015625
6,21,18,0.4755897610174767,0.48966643073841193,148010.25390625
6,22,19,0.46779865491038425,0.4797373853104253,230407.71484375
6,23,19,0.4608567000562798,0.47418162166554206,201416.015625
6,24,20,0.45322544709394424,0.4601730478996368,244140.625
6,25,20,0.4488417220856196,0.4577854236392072,439453.125
7,0,0,1.141059069353668,1.141059069353668,17.881393432617188
7,1,0,1.1375051663928943,1.1375051663928943,19.371509552001953
7,2,0,1.1268101994807824,1.1268101994807824,21.6066837310791
7,3,0,1.108875832859951,1.108875832859951,26.82209014892578
7,4,0,1.0835466016740447,1.0835466016740447,35.762786865234375
7,5,0,1.0506362091556272,1.0506362091556272,53.64418029785156
7,6,0,1.0099901950672003,1.0099901950672003,87.91685104370117
7,7,0,0.9615869361400828,0.9615869361400828,163.91277313232422
7,8,0,0.9056063713081044,0.9056063713081044,339.74647521972656
7,9,0,0.8423305299309446,0.8423305299309446,810.6231689453125
7,10,0,0.7720249797092231,0.7720249797092231,2098.08349609375
7,11,0,0.6955995094559142,0.6955995094559142,5912.78076171875
7,12,0,0.61631854826618,0.61631854826618,16784.66796875
7,13,9,0.5791207750278204,0.6032915008620601,21362.3046875
7,14,10,0.5572471453843924,0.5696947267270825,26702.880859375
7,15,11,0.5381866953399271,0.5651310851423501,31089.78271484375
7,16,13,0.5249782833724237,0.5394316630263195,46539.306640625
7,17,14,0.5113043622364365,0.5427465397139339,64468.3837890625
7,18,16,0.5000651983358957,0.5185493031201076,68664.55078125
7,19,17,0.4911174126624387,0.5092751985418753,99182.12890625
7,20,19,0.48416740516266465,0.4984891561057723,154113.76953125
7,21,18,0.4755897610174767,0.48966643073841193,158691.40625
7,22,19,0.46779865491038425,0.4797373853104253,164794.921875
7,23,19,0.4608567000562798,0.47418162166554206,178527.83203125
7,24,20,0.45322544709394424,0.4601730478996368,292968.75
7,25,20,0.4488417220856196,0.4577854236392072,369262.6953125
8,0,0,1.141059069353668,1.141059069353668,17.881393432617188
8,1,0,1.1375051663928943,1.1375051663928943,19.371509552001953
8,2,0,1.1268101994807824,1.1268101994807824,21.6066837310791
8,3,0,1.108875832859951,1.108875832859951,26.82209014892578
8,4,0,1.0835466016740447,1.0835466016740447,35.762786865234375
8,5,0,1.0506362091556272,1.0506362091556272,53.64418029785156
8,6,0,1.0099901950672003,1.0099901950672003,87.91685104370117
8,7,0,0.9615869361400828,0.9615869361400828,163.91277313232422
8,8,0,0.9056063713081044,0.9056063713081044,339.74647521972656
8,9,0,0.8423305299309446,0.8423305299309446,810.6231689453125
8,10,0,0.7720249797092231,0.7720249797092231,2098.08349609375
8,11,0,0.6955995094559142,0.6955995094559142,5912.78076171875
8,12,0,0.61631854826618,0.61631854826618,16784.66796875
8,13,9,0.5791207750278204,0.6032915008620601,16593.93310546875
8,14,10,0.5572471453843924,0.5696947267270825,23651.123046875
8,15,11,0.5381866953399271,0.5651310851423501,33950.8056640625
8,16,13,0.5249782833724237,0.5394316630263195,41961.669921875
8,17,14,0.5113043622364365,0.5427465397139339,36239.6240234375
8,18,16,0.5000651983358957,0.5185493031201076,85449.21875
8,19,17,0.4911174126624387,0.5092751985418753,60272.216796875
8,20,19,0.48416740516266465,0.4984891561057723,123596.19140625
8,21,18,0.4755897610174767,0.48966643073841193,177001.953125
8,22,19,0.46779865491038425,0.4797373853104253,152587.890625
8,23,19,0.4608567000562798,0.47418162166554206,170898.4375
8,24,20,0.45322544709394424,0.4601730478996368,378417.96875
8,25,20,0.4488417220856196,0.4577854236392072,421142.578125
9,0,0,1.141059069353668,1.141059069353668,17.881393432617188
9,1,0,1.1375051663928943,1.1375051663928943,19.371509552001953
9,2,0,1.1268101994807824,1.1268101994807824,21.6066837310791
9,3,0,1.108875832859951,1.108875832859951,26.82209014892578
9,4,0,1.0835466016740447,1.0835466016740447,35.762786865234375
9,5,0,1.0506362091556272,1.0506362091556272,53.64418029785156
9,6,0,1.0099901950672003,1.0099901950672003,87.91685104370117
9,7,0,0.9615869361400828,0.9615869361400828,163.91277313232422
9,8,0,0.9056063713081044,0.9056063713081044,339.74647521972656
9,9,0,0.8423305299309446,0.8423305299309446,810.6231689453125
9,10,0,0.7720249797092231,0.7720249797092231,2098.08349609375
9,11,0,0.6955995094559142,0.6955995094559142,5912.78076171875
9,12,0,0.61631854826618,0.61631854826618,16784.66796875
9,13,9,0.5791207750278204,0.6032915008620601,16975.40283203125
9,14,10,0.5572471453843924,0.5696947267270825,22697.44873046875
9,15,11,0.5381866953399271,0.5651310851423501,35095.21484375
9,16,13,0.5249782833724237,0.5394316630263195,34332.275390625
9,17,14,0.5113043622364365,0.5427465397139339,61035.15625
9,18,16,0.5000651983358957,0.5185493031201076,58746.337890625
9,19,17,0.4911174126624387,0.5092751985418753,125122.0703125
9,20,19,0.48416740516266465,0.4984891561057723,83923.33984375
9,21,18,0.4755897610174767,0.48966643073841193,112915.0390625
9,22,19,0.46779865491038425,0.4797373853104253,183105.46875
9,23,19,0.4608567000562798,0.47418162166554206,196838.37890625
9,24,20,0.45322544709394424,0.4601730478996368,189208.984375
9,25,20,0.4488417220856196,0.4577854236392072,482177.734375
10,0,0,1.141059069353668,1.141059069353668,17.881393432617188
10,1,0,1.1375051663928943,1.1375051663928943,19.371509552001953
10,2,0,1.1268101994807824,1.1268101994807824,21.6066837310791
10,3,0,1.108875832859951,1.108875832859951,26.82209014892578
10,4,0,1.0835466016740447,1.0835466016740447,35.762786865234375
10,5,0,1.0506362091556272,1.0506362091556272,53.64418029785156
10,6,0,1.0099901950672003,1.0099901950672003,87.91685104370117
10,7,0,0.9615869361400828,0.9615869361400828,163.91277313232422
10,8,0,0.9056063713081044,0.9056063713081044,339.74647521972656
10,9,0,0.8423305299309446,0.8423305299309446,810.6231689453125
10,10,0,0.7720249797092231,0.7720249797092231,2098.08349609375
10,11,0,0.6955995094559142,0.6955995094559142,5912.78076171875
10,12,0,0.61631854826618,0.61631854826618,16784.66796875
10,13,9,0.5791207750278204,0.6032915008620601,14877.3193359375
10,14,10,0.5572471453843924,0.5696947267270825,27084.3505859375
10,15,11,0.5381866953399271,0.5651310851423501,43869.0185546875
10,16,13,0.5249782833724237,0.5394316630263195,49591.064453125
10,17,14,0.5113043622364365,0.5427465397139339,55694.580078125
10,18,16,0.5000651983358957,0.5185493031201076,67138.671875
10,19,17,0.4911174126624387,0.5092751985418753,109863.28125
10,20,19,0.48416740516266465,0.4984891561057723,111389.16015625
10,21,18,0.4755897610174767,0.48966643073841193,155639.6484375
10,22,19,0.46779865491038425,0.4797373853104253,222778.3203125
10,23,19,0.4608567000562798,0.47418162166554206,204467.7734375
10,24,20,0.45322544709394424,0.4601730478996368,291442.87109375
10,25,20,0.4488417220856196,0.4577854236392072,421142.578125
