asp.mag,asp.effects,clim.sd,mean.lt.lam,max.lt.lam,seeds,rep
0,"-1,0,1",0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
0,"-1,1",0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
0,"-2,-1,0,1",0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
0,"-2,-1,0,1,2",0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
0,"-2,0,1",0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
0,"-2,1",0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
0,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
1,"-1,0,1",0,1.4668594712147862,1.4668594712147862,20.86162567138672,1
1,"-1,1",0,1.4638942256418097,1.4638942256418097,20.86162567138672,1
1,"-2,-1,0,1",0,1.466355127713798,1.466355127713798,21.6066837310791,1
1,"-2,-1,0,1,2",0,1.465923830296224,1.465923830296224,21.6066837310791,1
1,"-2,0,1",0,1.4669034332778623,1.4669034332778623,21.6066837310791,1
1,"-2,1",0,1.46256282926336,1.46256282926336,21.6066837310791,1
1,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
2,"-1,0,1",0,1.4669505457503669,1.4669505457503669,21.6066837310791,1
2,"-1,1",0,1.4486106428997485,1.4486106428997485,23.096799850463867,1
2,"-2,-1,0,1",0,1.4668596490899035,1.4668596490899035,22.351741790771484,1
2,"-2,-1,0,1,2",0,1.4667710792423174,1.4667710792423174,23.096799850463867,1
2,"-2,0,1",0,1.4676770006052706,1.4676770006052706,22.351741790771484,1
2,"-2,1",0,1.4483278671660609,1.4483278671660609,23.84185791015625,1
2,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
3,"-1,0,1",0,1.4679530659470374,1.4679530659470374,22.351741790771484,1
3,"-1,1",0,1.423273906525219,1.423273906525219,26.82209014892578,1
3,"-2,-1,0,1",0,1.4679493906988874,1.4679493906988874,23.096799850463867,1
3,"-2,-1,0,1,2",0,1.467945728769525,1.467945728769525,23.84185791015625,1
3,"-2,0,1",0,1.468425112896742,1.468425112896742,23.096799850463867,1
3,"-2,1",0,1.4233231787760312,1.4233231787760312,28.312206268310547,1
3,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
4,"-1,0,1",0,1.468650470423976,1.468650470423976,23.096799850463867,1
4,"-1,1",0,1.3881122259387766,1.3881122259387766,32.03749656677246,1
4,"-2,-1,0,1",0,1.468650444094188,1.468650444094188,23.096799850463867,1
4,"-2,-1,0,1,2",0,1.4686504184306903,1.4686504184306903,23.84185791015625,1
4,"-2,0,1",0,1.4688203559880972,1.4688203559880972,23.096799850463867,1
4,"-2,1",0,1.3881817260687452,1.3881817260687452,34.27267074584961,1
4,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
5,"-1,0,1",0,1.4689265569931518,1.4689265569931518,23.096799850463867,1
5,"-1,1",0,1.343492181399139,1.343492181399139,41.72325134277344,1
5,"-2,-1,0,1",0,1.4689265569624534,1.4689265569624534,23.096799850463867,1
5,"-2,-1,0,1,2",0,1.4689265569339445,1.4689265569339445,24.586915969848633,1
5,"-2,0,1",0,1.4689638060302297,1.4689638060302297,23.096799850463867,1
5,"-2,1",0,1.343533479777692,1.343533479777692,43.958425521850586,1
5,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
6,"-1,0,1",0,1.4689911459154468,1.4689911459154468,23.096799850463867,1
6,"-1,1",0,1.289962695408717,1.289962695408717,58.11452865600586,1
6,"-2,-1,0,1",0,1.468991145915439,1.468991145915439,23.096799850463867,1
6,"-2,-1,0,1,2",0,1.4689911459154323,1.4689911459154323,24.586915969848633,1
6,"-2,0,1",0,1.468996391071356,1.468996391071356,23.096799850463867,1
6,"-2,1",0,1.2899397800382102,1.2899397800382102,61.09476089477539,1
6,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
7,"-1,0,1",0,1.4690006656641743,1.4690006656641743,23.096799850463867,1
7,"-1,1",0,1.2283087281751075,1.2283087281751075,86.4267349243164,1
7,"-2,-1,0,1",0,1.4690006656641743,1.4690006656641743,23.096799850463867,1
7,"-2,-1,0,1,2",0,1.4690006656641743,1.4690006656641743,24.586915969848633,1
7,"-2,0,1",0,1.4690011521056971,1.4690011521056971,23.096799850463867,1
7,"-2,1",0,1.2281738291908848,1.2281738291908848,92.38719940185547,1
7,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
8,"-1,0,1",0,1.46900157452382,1.46900157452382,23.096799850463867,1
8,"-1,1",0,1.159614044609133,1.159614044609133,140.07091522216797,1
8,"-2,-1,0,1",0,1.46900157452382,1.46900157452382,23.096799850463867,1
8,"-2,-1,0,1,2",0,1.46900157452382,1.46900157452382,23.84185791015625,1
8,"-2,0,1",0,1.4690016042036629,1.4690016042036629,23.096799850463867,1
8,"-2,1",0,1.1593051061612991,1.1593051061612991,149.01161193847656,1
8,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
9,"-1,0,1",0,1.4690016308115006,1.4690016308115006,23.096799850463867,1
9,"-1,1",0,1.0853289065468104,1.0853289065468104,244.37904357910156,1
9,"-2,-1,0,1",0,1.4690016308115006,1.4690016308115006,23.096799850463867,1
9,"-2,-1,0,1,2",0,1.4690016308115006,1.4690016308115006,24.586915969848633,1
9,"-2,0,1",0,1.4690016319991246,1.4690016319991246,23.096799850463867,1
9,"-2,1",0,1.0847698938441015,1.0847698938441015,262.26043701171875,1
9,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
10,"-1,0,1",0,1.4690016330722433,1.4690016330722433,23.096799850463867,1
10,"-1,1",0,1.0073247293201195,1.0073247293201195,470.87669372558594,1
10,"-2,-1,0,1",0,1.4690016330722433,1.4690016330722433,23.096799850463867,1
10,"-2,-1,0,1,2",0,1.4690016330722433,1.4690016330722433,24.586915969848633,1
10,"-2,0,1",0,1.469001633103738,1.469001633103738,23.096799850463867,1
10,"-2,1",0,1.0064336342528102,1.0064336342528102,500.67901611328125,1
10,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
11,"-1,0,1",0,1.4690016331318976,1.4690016331318976,23.096799850463867,1
11,"-1,1",0,0.9278953497189488,0.9278953497189488,965.5952453613281,1
11,"-2,-1,0,1",0,1.4690016331318976,1.4690016331318976,23.096799850463867,1
11,"-2,-1,0,1,2",0,1.4690016331318976,1.4690016331318976,24.586915969848633,1
11,"-2,0,1",0,1.4690016331324711,1.4690016331324711,23.096799850463867,1
11,"-2,1",0,0.9266079148941654,0.9266079148941654,1025.1998901367188,1
11,0,0,1.4690016331329865,1.4690016331329865,20.86162567138672,1
12,"-1,0,1",0,1.4690016331329718,1.4690016331329718,23.096799850463867,1
12,"-1,1",0,0.849665032830485,0.849665032830485,2098.08349609375,1
12,"-2,-1,0,1",0,1.4690016331329718,1.4690016331329718,23.096799850463867,1
12,"-2,-1,0,1,2",0,1.4690016331329718,1.4690016331329718,24.586915969848633,1
12,"-2,0,1",0,1.4690016331329796,1.4690016331329796,23.096799850463867,1
12,"-2,1",0,0.8479769511090237,0.8479769511090237,2241.1346435546875,1
